true_label,choice,task,subject,file,trial_id
3,3,identity,P1,2025-06-17_IdentityTexture_501_P1_6_26.json,11337
5,5,identity,P1,2025-06-17_IdentityNoInver_501_P1_0_45.json,9802
0,4,identity,P8,2025-07-14_IdentityNoInverFP_501_P8_7_22.json,31702
5,5,identity,P1,2025-06-17_IdentityTexture_501_P1_5_03.json,10881
3,3,identity,P1,2025-07-08_IdentityNoInverFP_501_P1_6_00.json,19363
1,6,identity,P2,2025-07-14_IdentityNoInverFP_501_P2_7_20.json,28818
7,7,identity,P1,2025-06-17_IdentityTexture_501_P1_5_03.json,10939
1,1,identity,P8,2025-07-14_IdentityNoInverFP_501_P8_7_00.json,31058
1,1,identity,P7,2025-07-14_IdentityNoInverFP_501_P7_7_21.json,30705
7,7,identity,P1,2025-06-17_Identity_501_P1_4_28.json,11874
7,7,identity,P1,2025-06-17_IdentityTexture_501_P1_5_03.json,10633
1,1,identity,P3,2025-07-14_IdentityNoInverFP_19_P3_7_42.json,27464
6,6,identity,P7,2025-07-14_IdentityNoInverFP_501_P7_6_57.json,30318
1,1,identity,P1,2025-06-17_IdentityTexture_501_P1_5_03.json,10761
0,6,identity,P2,2025-07-14_IdentityNoInverFP_501_P2_7_20.json,28951
5,6,identity,P1,2025-06-11_Identity_501_P1_0_25.json,1764
3,3,identity,P8,2025-07-14_IdentityNoInverFP_501_P8_7_00.json,31081
1,1,identity,P7,2025-07-14_IdentityNoInverFP_274_P7_7_45.json,27826
3,3,identity,P1,2025-06-12_IdentityTexture_501_P1_0_30.json,3485
0,0,identity,P1,2025-07-07_IdentityNoInverFP_501_P1_1_07.json,18265
6,0,identity,P1,2025-07-08_IdentityNoInverFP_501_P1_6_00.json,19402
5,5,identity,P1,2025-06-17_IdentityNoInver_501_P1_0_45.json,9987
4,4,identity,P1,2025-06-17_IdentityNoInver_501_P1_9_58.json,10118
4,4,identity,P2,2025-07-14_IdentityNoInverFP_501_P2_7_20.json,28976
4,4,identity,P1,2025-06-17_IdentityNoInver_501_P1_0_45.json,9859
3,3,identity,P3,2025-07-14_IdentityNoInverFP_501_P3_7_25.json,29631
4,4,identity,P1,2025-06-20_IdentityNoInverFP_501_P1_6_40.json,15314
1,1,identity,P1,2025-06-17_IdentityNoInver_501_P1_0_32.json,9269
5,5,identity,P7,2025-07-14_IdentityNoInverFP_501_P7_7_21.json,30696
0,4,identity,P1,2025-06-17_IdentityNoInver_501_P1_0_45.json,9622
4,4,identity,P4,2025-07-16_IdentityNoInverFP_409_P4_4_00.json,32942
3,3,identity,P1,2025-06-18_IdentityNoInverRgCh_501_P1_7_57.json,13490
2,2,identity,P1,2025-06-17_IdentityNoInver_501_P1_0_45.json,9701
6,6,identity,P1,2025-07-08_IdentityNoInverFP_501_P1_5_46.json,18578
6,6,identity,P1,2025-06-17_Identity_501_P1_4_28.json,11926
2,2,identity,P1,2025-06-12_IdentityTexture_501_P1_0_40.json,3855
3,3,identity,P1,2025-07-08_IdentityNoInverFP_501_P1_5_46.json,18564
1,6,identity,P1,2025-06-17_Identity_501_P1_4_41.json,12055
0,4,identity,P6,2025-07-14_IdentityNoInverFP_174_P6_7_03.json,26837
6,6,identity,P1,2025-06-16_Identity_501_P1_0_06.json,4633
4,4,identity,P1,2025-06-17_Identity_501_P1_4_41.json,12240
6,6,identity,P1,2025-06-18_IdentityNoInverRgCh_501_P1_7_57.json,13143
3,3,identity,P7,2025-07-14_IdentityNoInverFP_501_P7_6_57.json,30451
5,4,identity,P2,2025-07-14_IdentityNoInverFP_182_P2_7_40.json,27209
5,5,identity,P4,2025-07-15_IdentityNoInverFP_501_P4_1_20.json,32663
0,0,identity,P1,2025-06-18_IdentityNoInverRgCh_501_P1_6_34.json,12976
3,3,identity,P1,2025-06-20_IdentityNoInverFP_501_P1_6_40.json,15171
