true_label,choice,task,subject,file,trial_id
1,1,identity,P7,2025-07-14_IdentityNoInverFP_274_P7_7_45.json,27711
4,5,identity,P1,2025-07-08_IdentityNoInverFP_501_P1_6_00.json,19118
6,7,identity,P1,2025-06-11_Identity_501_P1_0_25.json,1937
3,3,identity,P2,2025-07-14_IdentityNoInverFP_501_P2_7_20.json,28727
3,3,identity,P1,2025-06-20_IdentityNoInverFP_501_P1_6_40.json,15447
5,5,identity,P3,2025-07-14_IdentityNoInverFP_180_P3_7_48.json,26936
7,7,identity,P1,2025-06-17_Identity_501_P1_4_28.json,11884
0,4,identity,P1,2025-06-12_IdentityTexture_501_P1_0_30.json,3094
7,7,identity,P1,2025-06-17_Identity_501_P1_4_41.json,12358
0,4,identity,P1,2025-06-17_Identity_501_P1_4_41.json,12075
7,4,identity,P1,2025-06-17_IdentityNoInver_501_P1_9_58.json,10410
7,2,identity,P1,2025-06-17_Identity_501_P1_4_41.json,12064
0,0,identity,P4,2025-07-16_IdentityNoInverFP_409_P4_4_00.json,33156
2,2,identity,P7,2025-07-14_IdentityNoInverFP_501_P7_7_21.json,30919
4,4,identity,P7,2025-07-14_IdentityNoInverFP_501_P7_7_21.json,30535
1,4,identity,P8,2025-07-14_IdentityNoInverFP_501_P8_7_22.json,31847
5,5,identity,P1,2025-06-17_IdentityTexture_501_P1_5_03.json,10566
0,0,identity,P2,2025-07-14_IdentityNoInverFP_501_P2_7_00.json,28310
0,4,identity,P8,2025-07-14_IdentityNoInverFP_501_P8_7_22.json,31965
6,6,identity,P1,2025-07-07_IdentityNoInverFP_501_P1_0_54.json,17763
6,6,identity,P4,2025-07-15_IdentityNoInverFP_501_P4_1_20.json,32715
3,3,identity,P7,2025-07-14_IdentityNoInverFP_501_P7_6_57.json,30227
6,6,identity,P1,2025-06-12_IdentityTexture_501_P1_0_30.json,3395
2,2,identity,P6,2025-07-14_IdentityNoInverFP_235_P6_7_24.json,27584
3,3,identity,P3,2025-07-14_IdentityNoInverFP_501_P3_6_55.json,29097
2,2,identity,P6,2025-07-14_IdentityNoInverFP_235_P6_7_24.json,27698
3,3,identity,P1,2025-06-11_Identity_501_P1_0_25.json,1677
2,2,identity,P1,2025-06-17_IdentityTexture_501_P1_6_26.json,11364
6,6,identity,P1,2025-07-07_IdentityNoInverFP_501_P1_1_07.json,18405
5,1,identity,P1,2025-07-08_IdentityNoInverFP_501_P1_5_46.json,18851
5,5,identity,P1,2025-06-17_IdentityTexture_501_P1_5_03.json,10845
5,5,identity,P2,2025-07-14_IdentityNoInverFP_182_P2_7_40.json,27175
0,0,identity,P7,2025-07-14_IdentityNoInverFP_501_P7_6_57.json,30456
4,4,identity,P1,2025-07-07_IdentityNoInverFP_501_P1_1_07.json,18295
4,4,identity,P1,2025-06-17_IdentityTexture_501_P1_6_26.json,11376
7,7,identity,P1,2025-06-18_IdentityNoInverRgCh_501_P1_6_34.json,12758
0,0,identity,P6,2025-07-14_IdentityNoInverFP_235_P6_7_24.json,27499
4,4,identity,P1,2025-07-08_IdentityNoInverFP_501_P1_6_00.json,19339
0,0,identity,P1,2025-06-17_IdentityNoInver_501_P1_0_45.json,9918
5,4,identity,P3,2025-07-14_IdentityNoInverFP_501_P3_6_55.json,29026
1,1,identity,P1,2025-06-12_IdentityTexture_501_P1_0_40.json,3512
3,3,identity,P1,2025-06-17_IdentityNoInver_501_P1_0_45.json,9546
2,2,identity,P1,2025-06-11_Identity_501_P1_0_25.json,1956
6,6,identity,P8,2025-07-14_IdentityNoInverFP_501_P8_7_00.json,30983
6,1,identity,P1,2025-06-17_IdentityTexture_501_P1_5_03.json,10652
7,7,identity,P1,2025-06-18_IdentityNoInverRgCh_501_P1_7_57.json,13106
4,4,identity,P7,2025-07-14_IdentityNoInverFP_501_P7_7_21.json,30487
4,4,identity,P1,2025-06-11_Identity_501_P1_0_25.json,1558
1,4,identity,P3,2025-07-14_IdentityNoInverFP_180_P3_7_48.json,26952
7,7,identity,P1,2025-06-17_IdentityNoInver_501_P1_0_32.json,9212
0,0,identity,P1,2025-06-17_IdentityTexture_501_P1_5_03.json,10993
1,6,identity,P2,2025-07-14_IdentityNoInverFP_501_P2_7_20.json,28881
4,4,identity,P6,2025-07-14_IdentityNoInverFP_235_P6_7_24.json,27674
5,5,identity,P1,2025-06-12_IdentityTexture_501_P1_0_30.json,3462
2,2,identity,P1,2025-06-20_IdentityNoInverFP_501_P1_6_40.json,15032
4,4,identity,P7,2025-07-14_IdentityNoInverFP_501_P7_6_57.json,30339
4,4,identity,P1,2025-06-12_Identity_501_P1_5_53.json,4420
6,6,identity,P7,2025-07-14_IdentityNoInverFP_501_P7_6_57.json,30195
5,4,identity,P8,2025-07-14_IdentityNoInverFP_501_P8_7_22.json,31634
1,1,identity,P7,2025-07-14_IdentityNoInverFP_501_P7_7_21.json,30607
1,1,identity,P1,2025-06-18_IdentityNoInverRgCh_501_P1_6_34.json,13004
5,5,identity,P4,2025-07-16_IdentityNoInverFP_409_P4_4_00.json,32971
0,2,identity,P6,2025-07-14_IdentityNoInverFP_235_P6_7_24.json,27644
3,3,identity,P1,2025-06-17_Identity_501_P1_4_28.json,11935
7,7,identity,P1,2025-06-17_IdentityTexture_501_P1_5_03.json,10615
6,5,identity,P2,2025-07-14_IdentityNoInverFP_501_P2_7_00.json,28259
4,4,identity,P1,2025-06-18_IdentityNoInverRgCh_501_P1_7_57.json,13086
2,2,identity,P4,2025-07-15_IdentityNoInverFP_501_P4_1_20.json,32330
0,0,identity,P1,2025-06-17_IdentityTexture_501_P1_6_26.json,11413
5,5,identity,P1,2025-06-20_IdentityNoInverFP_501_P1_6_26.json,14940
