true_label,choice,task,subject,file,trial_id
0,0,identity,Ahana,2025-06-17_IdentityTexture_501_Ahana_5_03.json,10976
3,3,identity,Parsa,2025-07-14_IdentityNoInverFP_235_Parsa_7_24.json,27517
1,1,identity,Ashley,2025-07-14_IdentityNoInverFP_182_Ashley_7_40.json,27165
5,6,identity,Ahana,2025-07-07_IdentityNoInverFP_501_Ahana_1_07.json,18100
5,5,identity,Ahana,2025-06-12_Identity_501_Ahana_5_53.json,4123
0,0,identity,Ashley,2025-07-14_IdentityNoInverFP_182_Ashley_7_40.json,27170
4,4,identity,Ahana,2025-07-08_IdentityNoInverFP_501_Ahana_5_46.json,18765
2,2,identity,Sreyas,2025-07-14_IdentityNoInverFP_501_Sreyas_7_00.json,31380
3,3,identity,Ahana,2025-06-11_Identity_501_Ahana_0_25.json,1514
5,5,identity,Ahana,2025-06-12_IdentityTexture_501_Ahana_0_30.json,3373
4,4,identity,Ahana,2025-06-17_IdentityTexture_501_Ahana_5_03.json,10648
2,2,identity,Ahana,2025-07-08_IdentityNoInverFP_501_Ahana_5_46.json,18619
0,0,identity,Ahana,2025-06-20_IdentityNoInverFP_501_Ahana_6_26.json,14772
7,4,identity,Ahana,2025-06-17_IdentityNoInver_501_Ahana_9_58.json,10338
3,3,identity,Ahana,2025-06-20_IdentityNoInverFP_501_Ahana_6_40.json,15333
5,5,identity,Ahana,2025-06-18_IdentityNoInverRgCh_501_Ahana_6_34.json,12526
3,3,identity,Ahana,2025-06-17_IdentityNoInver_501_Ahana_0_12.json,8882
6,6,identity,Elias,2025-07-15_IdentityNoInverFP_295_Elias_1_48.json,32098
1,1,identity,Ahana,2025-06-18_IdentityNoInverRgCh_501_Ahana_7_57.json,13352
2,2,identity,Ahana,2025-06-18_IdentityNoInverRgCh_501_Ahana_6_34.json,12958
4,4,identity,Ahana,2025-07-08_IdentityNoInverFP_501_Ahana_6_00.json,19142
3,3,identity,Ahana,2025-06-17_IdentityTexture_501_Ahana_6_26.json,11300
5,1,identity,Sreyas,2025-07-14_IdentityNoInverFP_501_Sreyas_7_00.json,31146
2,2,identity,Ahana,2025-06-17_IdentityNoInver_501_Ahana_0_12.json,8920
7,7,identity,Ahana,2025-06-17_IdentityNoInver_501_Ahana_0_45.json,9940
5,1,identity,Ahana,2025-06-20_IdentityNoInverFP_501_Ahana_6_26.json,14723
5,5,identity,Seojin,2025-07-14_IdentityNoInverFP_501_Seojin_7_21.json,30666
1,1,identity,Ahana,2025-06-16_Identity_501_Ahana_0_06.json,4939
1,1,identity,Elias,2025-07-15_IdentityNoInverFP_501_Elias_1_20.json,32607
4,4,identity,Ashley,2025-07-14_IdentityNoInverFP_501_Ashley_7_20.json,28724
1,1,identity,Ahana,2025-07-08_IdentityNoInverFP_501_Ahana_5_46.json,18659
2,2,identity,Ahana,2025-06-17_IdentityTexture_501_Ahana_6_26.json,11323
1,5,identity,Ahana,2025-06-20_IdentityNoInverFP_501_Ahana_6_40.json,15201
0,0,identity,Ahana,2025-06-17_IdentityNoInver_501_Ahana_0_45.json,9957
1,1,identity,Ahana,2025-06-17_Identity_501_Ahana_4_28.json,11687
1,1,identity,Elias,2025-07-15_IdentityNoInverFP_501_Elias_1_20.json,32463
5,5,identity,Ahana,2025-06-17_IdentityNoInver_501_Ahana_9_58.json,10105
0,0,identity,Ahana,2025-06-17_IdentityNoInver_501_Ahana_9_58.json,10203
2,2,identity,Ahana,2025-06-17_IdentityTexture_501_Ahana_6_26.json,11225
2,3,identity,Dan,2025-07-14_IdentityNoInverFP_501_Dan_6_55.json,29046
3,3,identity,Ahana,2025-06-12_IdentityTexture_501_Ahana_0_40.json,3740
5,1,identity,Ahana,2025-06-20_IdentityNoInverFP_501_Ahana_6_26.json,14998
2,2,identity,Seojin,2025-07-14_IdentityNoInverFP_501_Seojin_6_57.json,30208
2,2,identity,Ahana,2025-06-17_IdentityNoInver_501_Ahana_0_12.json,8927
4,4,identity,Seojin,2025-07-14_IdentityNoInverFP_501_Seojin_7_21.json,30702
3,3,identity,Ahana,2025-06-11_Identity_501_Ahana_0_25.json,1555
5,4,identity,Elias,2025-07-16_IdentityNoInverFP_409_Elias_4_00.json,32862
2,2,identity,Parsa,2025-07-14_IdentityNoInverFP_235_Parsa_7_24.json,27697
2,2,identity,Sreyas,2025-07-14_IdentityNoInverFP_501_Sreyas_7_22.json,31798
6,6,identity,Ashley,2025-07-14_IdentityNoInverFP_182_Ashley_7_40.json,27159
3,3,identity,Ahana,2025-06-17_Identity_501_Ahana_4_28.json,11849
0,0,identity,Ahana,2025-06-18_IdentityNoInverRgCh_501_Ahana_7_57.json,13126
2,2,identity,Ahana,2025-06-12_IdentityTexture_501_Ahana_0_30.json,3229
3,3,identity,Ahana,2025-06-12_IdentityTexture_501_Ahana_0_30.json,3316
4,0,identity,Ahana,2025-06-17_IdentityNoInver_501_Ahana_0_32.json,9516
2,2,identity,Ashley,2025-07-14_IdentityNoInverFP_501_Ashley_7_00.json,28085
6,4,identity,Dan,2025-07-14_IdentityNoInverFP_501_Dan_7_25.json,29776
0,3,identity,Ahana,2025-07-08_IdentityNoInverFP_501_Ahana_5_46.json,19006
4,4,identity,Dan,2025-07-14_IdentityNoInverFP_180_Dan_7_48.json,26997
0,0,identity,Ahana,2025-07-08_IdentityNoInverFP_501_Ahana_6_00.json,19269
2,2,identity,Ahana,2025-06-17_IdentityNoInver_501_Ahana_0_12.json,8518
4,4,identity,Elias,2025-07-16_IdentityNoInverFP_409_Elias_4_00.json,33040
5,5,identity,Dan,2025-07-14_IdentityNoInverFP_501_Dan_6_55.json,29392
0,0,identity,Elias,2025-07-16_IdentityNoInverFP_409_Elias_4_00.json,32980
0,0,identity,Ahana,2025-06-12_Identity_501_Ahana_5_53.json,4227
0,5,identity,Ashley,2025-07-14_IdentityNoInverFP_501_Ashley_7_20.json,28685
3,7,identity,Ahana,2025-06-18_IdentityNoInverRgCh_501_Ahana_6_34.json,12831
5,3,identity,Ahana,2025-06-11_Identity_501_Ahana_0_25.json,1709
6,6,identity,Ahana,2025-06-17_IdentityNoInver_501_Ahana_9_58.json,10189
6,6,identity,Ahana,2025-06-17_Identity_501_Ahana_4_41.json,12333
3,6,identity,Dan,2025-07-14_IdentityNoInverFP_501_Dan_7_25.json,29532
3,3,identity,Sreyas,2025-07-14_IdentityNoInverFP_501_Sreyas_7_00.json,31427
